Application ID,Course Category,Course Type,Course Code,Course Name,Course Intake No,Course Start Date,Course End Date,Course Intake Status,School,Branch,Application Status,RegDate
NYP-CE1510-240059-00002,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-08
NYP-CE1510-240059-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-13
NYP-CE1510-240059-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Cancelled,2024-11-12
NYP-CE1510-240059-00006,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-08
NYP-CE1510-240059-00007,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-12
NYP-CE1510-240059-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-12
NYP-CE1510-240059-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Reject offer,2024-11-12
NYP-CE1510-240059-00011,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-14
NYP-CE1510-240059-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-15
NYP-CE1510-240059-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-22
NYP-CE1510-240059-00014,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-03
NYP-CE1510-240059-00017,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Cancelled,2024-11-26
NYP-CE1510-240059-00018,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-26
NYP-CE1510-240059-00020,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Cancelled,2024-11-28
NYP-CE1510-240059-00021,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-28
NYP-CE1510-240059-00022,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-29
NYP-CE1510-240059-00023,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Reject offer,2024-12-02
NYP-CE1510-240059-00024,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-02
NYP-CE1510-240059-00025,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Cancelled,2024-12-03
NYP-CE1510-240059-00026,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Cancelled,2024-12-04
NYP-CE1510-240059-00027,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00028,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00029,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00032,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00033,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Cancelled,2024-12-04
NYP-CE1510-240059-00035,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00036,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00041,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00042,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-06
NYP-CE1510-240059-00043,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00044,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-10
NYP-CE1510-240059-00045,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240059-00046,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Reject offer,2024-12-09
NYP-CE1510-240059-00047,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-05
NYP-CE1510-240059-00048,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-05
NYP-CE1510-240059-00049,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-05
NYP-CE1510-240059-00050,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-06
NYP-CE1510-240059-00051,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-06
NYP-CE1510-240059-00052,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-06
NYP-CE1510-240059-00053,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-06
NYP-CE1510-240059-00054,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-06
NYP-CE1510-240059-00055,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-07
NYP-CE1510-240059-00059,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-11
NYP-CE1510-240059-00060,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240059,2024-12-16,2024-12-16,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-12
NYP-CE1510-240061-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-25
NYP-CE1510-240061-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-26
NYP-CE1510-240061-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-27
NYP-CE1510-240061-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-27
NYP-CE1510-240061-00011,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-29
NYP-CE1510-240061-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-11-29
NYP-CE1510-240061-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-03
NYP-CE1510-240061-00014,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-03
NYP-CE1510-240061-00015,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-03
NYP-CE1510-240061-00016,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-03
NYP-CE1510-240061-00020,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240061-00023,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240061-00024,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240061-00025,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Reject offer,2024-12-04
NYP-CE1510-240061-00026,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240061-00027,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240061-00031,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-04
NYP-CE1510-240061-00032,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-05
NYP-CE1510-240061-00033,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Reject offer,2024-12-05
NYP-CE1510-240061-00035,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-09
NYP-CE1510-240061-00036,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-09
NYP-CE1510-240061-00037,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-09
NYP-CE1510-240061-00038,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-12
NYP-CE1510-240061-00039,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Reject offer,2024-12-12
NYP-CE1510-240061-00040,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-240061,2024-12-13,2024-12-13,Commenced,SCHOOL OF APPLIED SCIENCE,Nanyang Polytechnic (Main Campus),Admitted,2024-12-12
NYP-CE1510-250064-00002,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-03
NYP-CE1510-250064-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-03
NYP-CE1510-250064-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-03
NYP-CE1510-250064-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-03
NYP-CE1510-250064-00006,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-03
NYP-CE1510-250064-00007,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-03
NYP-CE1510-250064-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-06
NYP-CE1510-250064-00009,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-07
NYP-CE1510-250064-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE1510,Demystify Generative Artificial Intelligence,NYP-CE1510-250064,2025-01-13,2025-01-13,Cancelled,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2025-01-07
NYP-CE231001-240001-00028,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),NYP-CE231001-240001,2024-10-23,2024-11-14,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-04
NYP-CE231001-240001-00029,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),NYP-CE231001-240001,2024-10-23,2024-11-14,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2024-10-02
NYP-CE231001-240001-00030,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),NYP-CE231001-240001,2024-10-23,2024-11-14,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2024-10-07
NYP-CE231001-240001-00032,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),NYP-CE231001-240001,2024-10-23,2024-11-14,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2024-10-08
NYP-CE231001-240001-00033,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),NYP-CE231001-240001,2024-10-23,2024-11-14,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-09
NYP-CE231001-240001-00034,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),NYP-CE231001-240001,2024-10-23,2024-11-14,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-09
NYP-CE231002-240033-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-03
NYP-CE231002-240033-00011,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-14
NYP-CE231002-240033-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-11
NYP-CE231002-240033-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-08
NYP-CE231002-240033-00016,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Cancelled,2024-10-14
NYP-CE231002-240033-00017,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-14
NYP-CE231002-240033-00018,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-15
NYP-CE231002-240033-00019,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-CE231002,Sustainability 101 for the Green Economy,NYP-CE231002-240033,2024-11-11,2024-11-11,Commenced,SCHOOL OF ENGINEERING,Nanyang Polytechnic (Main Campus),Admitted,2024-10-15
