Date,Page path and screen class,Campaign Name for UTM,Views,Total users,Sessions,Average session duration
3/5/2025,/l_adult-learner/course-detail/NYP-CB0556/sc111-hands-on-tradenet-declaration,(direct),4,4,4,362.621273
3/5/2025,/l_adult-learner/course-detail/NYP-CB1250/design-thinking-for-an-innovative-workplace,(direct),4,4,5,159.6139436
3/5/2025,/l_adult-learner/course-detail/NYP-CB1571/how-to-build-a-profit-driven-business,(direct),4,4,4,2.75424625
3/5/2025,/l_adult-learner/course-detail/NYP-CB231003/introduction-to-business-analytics-making-data-driven-decisions-for-business-executives,(direct),6,4,6,61.2157485
3/5/2025,/l_adult-learner/course-detail/NYP-CB231022/international-trade-and-freight-management,(direct),5,4,5,160.006385
3/5/2025,/l_adult-learner/course-detail/NYP-CB231023/sustainability-in-sourcing-and-procurement-strategies,cet-q1-2025,4,4,4,55.78910625
3/5/2025,/l_adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,(direct),4,4,4,30.4392205
3/5/2025,/l_adult-learner/course-detail/NYP-CB243001/sctp-certificate-in-digital-marketing-and-content-curation,(direct),4,4,4,55.89628925
3/5/2025,/l_adult-learner/course-detail/NYP-CE1145/cyber-security-from-scratch-synchronous-elearning,(direct),5,4,4,161.4614368
3/5/2025,/l_adult-learner/course-detail/NYP-CE2011/using-python-for-data-analysis-synchronous-e-learning,(direct),5,4,4,29.49728975
3/5/2025,/l_adult-learner/course-detail/NYP-CE231001/building-artificial-intelligence-ai-applications-from-end-to-end-classroom-and-synchronous-e-learning,cet-q1-2025#personal-development,6,4,4,22.349299
3/5/2025,/l_adult-learner/course-detail/NYP-CE231014/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-cnc-milling,(direct),4,4,4,81.84951825
3/5/2025,/l_adult-learner/course-detail/NYP-CE234001/digital-transformation-enablers-for-manufacturing-skillsfuture-for-digital-workplace-20,(direct),4,4,4,30.07672575
3/5/2025,/l_adult-learner/course-detail/NYP-CE234002/digital-transformation-enablers-for-manufacturing-aerospace-mro-skillsfuture-for-digital-workplace-20,(direct),4,4,4,7.09792425
3/5/2025,/l_adult-learner/course-detail/NYP-CE241004/open-sound-control-based-synchronization-of-immersive-audio-systems,(direct),4,4,4,12.462346
3/5/2025,/l_adult-learner/course-detail/NYP-CI1081/data-analytics-for-workplace,(direct),5,4,5,36.2847584
3/5/2025,/l_adult-learner/course-detail/NYP-CI231005/the-international-council-of-e-commerce-consultants-certified-cloud-security-engineer-ec-council-ccse,(direct),5,4,5,6.234517
3/5/2025,/l_adult-learner/course-detail/NYP-CI241001/applied-generative-artificial-intelligence-real-world-project-development,(direct),4,4,4,14.89329675
3/5/2025,/l_adult-learner/course-detail/NYP-CI241006/operational-technology-security-fundamentals,cet-q1-2025#cybersecurity,4,4,5,36.8115776
3/5/2025,/l_adult-learner/course-detail/NYP-CL1249/good-manufacturing-practices-gmp-what-you-need-to-know,(direct),4,4,4,0.53179225
3/5/2025,/l_adult-learner/course-detail/NYP-CL1249/good-manufacturing-practices-gmp-what-you-need-to-know,(organic),5,4,6,58.22883617
3/5/2025,/l_adult-learner/course-detail/NYP-CLSP06/specialist-diploma-in-nutrition-science,(direct),5,4,5,28.9734084
3/5/2025,/l_adult-learner/course-detail/NYP-DXSP05/specialist-diploma-in-digital-media-production,(organic),5,4,4,65.56446825
3/5/2025,/l_adult-learner/course-detail/NYP-EGDP05/diploma-in-engineering-mechatronics,(organic),5,4,5,212.3082402
3/5/2025,/l_adult-learner/course-detail/NYP-EGDP06/diploma-in-engineering-electronic-and-digital-engineering,(direct),4,4,4,0.68596625
3/5/2025,/l_adult-learner/course-detail/NYP-EGDP07/diploma-in-engineering-public-transport-operations,(direct),3,4,4,0.49426275
3/5/2025,/l_adult-learner/course-detail/NYP-EGEP04/work-study-post-diploma-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(organic),4,4,4,19.018598
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP09/specialist-diploma-in-cloud-data-centre-technology-and-management,(direct),4,4,4,11.33703
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP18/specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(direct),3,4,4,6.964144
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP21/specialist-diploma-in-carbon-management-for-sustainability-reporting,(direct),4,4,4,2.340431
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA3/post-diploma-certificate-in-carbon-management-for-a-sustainable-economy-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,(direct),4,4,4,1.86403275
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA3/post-diploma-certificate-in-carbon-management-for-a-sustainable-economy-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,(organic),4,4,4,84.6740315
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA4/post-diploma-certificate-in-sustainability-reporting-and-esg-data-management-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,(organic),5,4,4,324.811027
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA4/post-diploma-certificate-in-sustainability-reporting-and-esg-data-management-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,cet-q1-2025,4,4,4,209.8786628
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA5/post-diploma-certificate-in-materials-sustainability-and-governance-part-of-specialist-diploma-in-sustainable-materials-management,(organic),5,4,4,88.77969925
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF32/advanced-diploma-in-nursing-community-health,(organic),6,4,6,23.71378183
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF42/advanced-diploma-in-nursing-medical-surgical-adms1,(direct),4,4,4,2.36502425
3/5/2025,/l_adult-learner/course-detail/NYP-ITEP02/work-study-post-diploma-specialist-diploma-in-agile-solutioning-and-devsecops,(referral),8,4,5,267.2372242
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP09/specialist-diploma-in-business-and-big-data-analytics,cet-q1-2025,4,4,4,42.17224575
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP11/specialist-diploma-in-agile-solutioning-and-devsecops,(direct),4,4,4,26.3289135
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP13/specialist-diploma-in-cybersecurity-pcm,cet-q1-2025#cybersecurity,4,4,4,10.14726025
3/5/2025,/l_adult-learner/course-detail/NYP-ITSPA1/post-diploma-certificate-in-business-analytics-part-of-specialist-diploma-in-business-and-big-data-analytics,(organic),5,4,5,263.213761
3/5/2025,/l_adult-learner/course-detail/NYP-ITSPA2/post-diploma-certificate-in-applied-data-science-part-of-specialist-diploma-in-business-and-big-data-analytics,(organic),7,4,4,293.84428
3/5/2025,/l_adult-learner/course-detail/NYP-JC1A19/workplace-learning-blueprint-development,(direct),4,4,4,22.885326
3/5/2025,/l_adult-learner/course-detail/NYP-JC1A31/assessing-and-reviewing-workplace-learning,(direct),4,4,5,6.6030802
3/5/2025,/l_adult-learner/course-detail/NYP-SI4024_040/ecommerce-sell-on-carousell-classroom-facilitated-asynchronous-e-learning,(direct),4,4,4,140.9325985
3/5/2025,/l_adult-learner/course-detail/NYP-SI4032_801/alibaba-ceo-master-programme,(direct),4,4,4,10.9928635
3/5/2025,/l_adult-learner/course-detail/NYP-SI4042_007/certified-digital-and-productivity-consultant,(direct),3,4,5,0.8414952
3/5/2025,/l_adult-learner/course-detail/NYP-SI4059_004/generative-ai-content-creation-workshop-super-sprint-sales-and-marketing-performance-practical-asynchronous-e-learning,(direct),4,4,4,12.21609275
3/5/2025,/l_adult-learner/course-detail/NYP-SI4060_004/accelerate-sales-and-conversions-with-ai-powered-data-analytics-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),4,4,4,25.42968725
3/5/2025,/l_adult-learner/course-detail/NYP-SI7025_014/sf-series-personal-online-branding-classroom-facilitated,(direct),4,4,4,124.0278408
3/5/2025,/l_adult-learner/course-detail/NYP-SI7073_001/mobile-photography-inspiring-the-human-connection-classroom-facilitated,cet-q1-2025,4,4,4,226.6247195
3/5/2025,/l_adult-learner/course-detail/NYP-SI7073_004/generative-ai-get-informed-entertained-and-inspired-with-microsoft-copilot-classroom-facilitated,(direct),5,4,4,22.60889175
3/5/2025,/l_adult-learner/course-detail/NYP-SI7073_005/generative-ai-smarter-faster-easier-content-creation-on-designsai-classroom-facilitated,(direct),5,4,5,303.8884128
3/5/2025,/l_adult-learner/course-detail/NYP-SI7073_005/generative-ai-smarter-faster-easier-content-creation-on-designsai-classroom-facilitated,cet-q1-2025,4,4,4,78.483913
3/5/2025,/l_adult-learner/course-detail/NYP-WSCP53_001/pwm-food-services-project-a-positive-and-professional-image,(direct),4,4,4,19.062815
3/5/2025,/l_adult-learner/course-detail/NYP-WSCV01_008/hawker-noodle-dishes,(direct),4,4,4,10.627577
3/5/2025,/l_adult-learner/course-types/post-diploma-programmes/applied-science,(direct),4,4,5,3.9812928
3/5/2025,/l_adult-learner/course-types/post-diploma-programmes/engineering,(direct),4,4,4,2.4114615
3/5/2025,/l_adult-learner/course-types/post-diploma-programmes/information-technology,(direct),5,4,4,17.258178
3/5/2025,/l_adult-learner/course-types/recommended/applied-science,1.20E+17,4,4,4,0
3/5/2025,/l_adult-learner/course-types/short-courses,(referral),5,4,4,463.005672
3/5/2025,/l_adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(direct),4,4,4,8.079928
3/5/2025,/l_adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(organic),9,4,5,40.641171
3/5/2025,/l_adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(referral),4,4,4,17.832645
3/5/2025,/l_adult-learner/skillsfuture-credit,(referral),4,4,4,108.7814293
3/5/2025,/l_adult-learner/skillsfuture-credit,2025S1-sbm-acet,7,4,4,46.9604335
3/5/2025,/l_adult-learner/skillsfuture-level-up,cet-q1-2025#personal-development,4,4,4,9.6671635
3/5/2025,/l_adult-learner/course-detail/NYP-AS003Z/quality-improvement-and-assurance-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,(direct),3,3,4,5.37268525
3/5/2025,/l_adult-learner/course-detail/NYP-ASAP01/advanced-diploma-in-pharmaceutical-sciences,(direct),3,3,3,1.125989333
3/5/2025,/l_adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,(organic),3,3,4,57.15195025
3/5/2025,/l_adult-learner/course-detail/NYP-ASSP01/specialist-diploma-in-environmental-management-and-applied-water-technology,cet-q1-2025,4,3,3,7.996452667
3/5/2025,/l_adult-learner/course-detail/NYP-BMDP07/diploma-in-business-practice-hospitality-and-tourism-management,(organic),3,3,4,9.9956985
3/5/2025,/l_adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-human-capital-management,(referral),3,3,3,56.33556833
3/5/2025,/l_adult-learner/course-detail/NYP-BMLP02/work-study-certificate-leading-to-diploma-in-business-practice-accounting,(direct),3,3,3,1.175489333
3/5/2025,/l_adult-learner/course-detail/NYP-BMSP19/specialist-diploma-in-human-capital-management,(direct),3,3,3,1.228355667
3/5/2025,/l_adult-learner/course-detail/NYP-BMSP21/specialist-diploma-in-hr-analytics-and-digitalisation,(organic),4,3,3,44.61334967
3/5/2025,/l_adult-learner/course-detail/NYP-BMSPA7/post-diploma-certificate-in-sport-management-part-of-specialist-diploma-in-sport-management-and-marketing,(direct),3,3,3,62.90402233
3/5/2025,/l_adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,(organic),4,3,5,74.563629
3/5/2025,/l_adult-learner/course-detail/NYP-CB0555/sc103-rules-of-origin-free-trade-agreements,(direct),3,3,3,0.436584333
3/5/2025,/l_adult-learner/course-detail/NYP-CB0556/sc111-hands-on-tradenet-declaration,(organic),3,3,3,431.8225597
3/5/2025,/l_adult-learner/course-detail/NYP-CB0558/sc202-essentials-of-internal-export-control-compliance-programme,(direct),3,3,3,0.293284
3/5/2025,/l_adult-learner/course-detail/NYP-CB1003/engaging-fandb-customers-on-social-media,(direct),3,3,3,0.197617333
3/5/2025,/l_adult-learner/course-detail/NYP-CB1037/hr-analytics,(direct),3,3,4,12.7882615
3/5/2025,/l_adult-learner/course-detail/NYP-CB1216/financial-analytics-with-python,(direct),3,3,3,18.89588633
3/5/2025,/l_adult-learner/course-detail/NYP-CB1271/stand-out-in-the-experience-economy-creating-special-moments-for-customers,(direct),3,3,3,0.318123333
3/5/2025,/l_adult-learner/course-detail/NYP-CB1295/starting-your-coffee-business,(direct),3,3,3,0.368809
3/5/2025,/l_adult-learner/course-detail/NYP-CB1335/sales-closing-techniques,(direct),3,3,3,13.80234433
3/5/2025,/l_adult-learner/course-detail/NYP-CB1342/tourism-market-research,(direct),3,3,3,2.334317667
3/5/2025,/l_adult-learner/course-detail/NYP-CB1538/social-commerce-fundamentals,(direct),3,3,3,12.35566667
3/5/2025,/l_adult-learner/course-detail/NYP-CB1570/how-to-create-a-unique-business,(direct),3,3,3,9.798247333
3/5/2025,/l_adult-learner/course-detail/NYP-CB1572/reading-signs-and-moving-minds-personality-analysis-for-innovative-negotiation-and-conflict-management,(direct),3,3,3,2.428719667
3/5/2025,/l_adult-learner/course-detail/NYP-CB1572/reading-signs-and-moving-minds-personality-analysis-for-innovative-negotiation-and-conflict-management,cet-q1-2025,4,3,4,15.8331135
3/5/2025,/l_adult-learner/course-detail/NYP-CB1578/event-branding-and-social-media-marketing,(direct),3,3,3,29.25440167
3/5/2025,/l_adult-learner/course-detail/NYP-CB2003/build-creative-winning-business-strategies,(direct),3,3,3,42.71992333
3/5/2025,/l_adult-learner/course-detail/NYP-CB231011/trade-association-101-abridged-ta-101a,(organic),3,3,3,17.66963667
3/5/2025,/l_adult-learner/course-detail/NYP-CB231015/1-day-search-engine-optimisation-fundamentals,(direct),3,3,3,11.80358833
3/5/2025,/l_adult-learner/course-detail/NYP-CB231019/digital-marketing-analytics,(direct),3,3,4,5.59497
3/5/2025,/l_adult-learner/course-detail/NYP-CB231023/sustainability-in-sourcing-and-procurement-strategies,(direct),3,3,3,70.15718267
3/5/2025,/l_adult-learner/course-detail/NYP-CB234001/digitalisation-for-transportation-skillsfuture-for-digital-workplace-20,(direct),3,3,3,72.31669667
3/5/2025,/l_adult-learner/course-detail/NYP-CB234002/digitalisation-for-tourism-skillsfuture-for-digital-workplace-20,(direct),3,3,4,5.71270825
3/5/2025,/l_adult-learner/course-detail/NYP-CB241004/risk-management-in-sport-bizsafe-level-2,(direct),3,3,3,11.857046
3/5/2025,/l_adult-learner/course-detail/NYP-CB241010/sustainability-at-our-core-essentials-of-climate-risk,(direct),3,3,3,154.962456
3/5/2025,/l_adult-learner/course-detail/NYP-CB241012/sustainability-reporting-a-practical-guide-and-toolkit-for-small-and-medium-enterprises,(direct),3,3,3,17.70683867
3/5/2025,/l_adult-learner/course-detail/NYP-CE1239/robotic-process-automation-rpa-for-beginners,(direct),3,3,3,3.922474
3/5/2025,/l_adult-learner/course-detail/NYP-CE1239/robotic-process-automation-rpa-for-beginners,cet-q1-2025,4,3,3,106.636731
3/5/2025,/l_adult-learner/course-detail/NYP-CE1510/demystify-generative-artificial-intelligence,(organic),3,3,3,25.05783867
3/5/2025,/l_adult-learner/course-detail/NYP-CE1539/edgeai-system-for-industry-40-applications-and-beyond,(direct),3,3,3,8.670131333
3/5/2025,/l_adult-learner/course-detail/NYP-CE1540/introduction-to-artificial-intelligence-and-machine-learning-synchronous-e-learning,(organic),3,3,3,31.20458233
3/5/2025,/l_adult-learner/course-detail/NYP-CE231001/building-artificial-intelligence-ai-applications-from-end-to-end-classroom-and-synchronous-e-learning,cet-q1-2025#cybersecurity,3,3,3,20.17656067
3/5/2025,/l_adult-learner/course-detail/NYP-CE231002/sustainability-101-for-the-green-economy,(direct),3,3,3,0
3/5/2025,/l_adult-learner/course-detail/NYP-CE231017/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-conventional-machining,(direct),4,3,5,15.4250508
3/5/2025,/l_adult-learner/course-detail/NYP-CE245005/ai-practitioner-preparatory-course,(organic),3,3,3,91.12063267
3/5/2025,/l_adult-learner/course-detail/NYP-CE246001/ai-roadmapping-for-companies-and-enterprises,(direct),3,3,3,1.378163667
3/5/2025,/l_adult-learner/course-detail/NYP-CH0490/diabetes-care-lifestyle-management,(organic),3,3,3,19.77970367
3/5/2025,/l_adult-learner/course-detail/NYP-CH0527/understand-dementia-just-forgetful-or-dementia,(direct),4,3,3,26.68243067
3/5/2025,/l_adult-learner/course-detail/NYP-CH0527/understand-dementia-just-forgetful-or-dementia,cet-q1-2025,5,3,3,38.51106467
3/5/2025,/l_adult-learner/course-detail/NYP-CH231002/understanding-and-applying-casework-assessment-and-intervention,(direct),3,3,3,11.44199167
3/5/2025,/l_adult-learner/course-detail/NYP-CH231003/suicide-risk-assessment-and-management,(direct),3,3,3,30.824217
3/5/2025,/l_adult-learner/course-detail/NYP-CI1236/computational-thinking-and-coding,(direct),3,3,3,6.678474
3/5/2025,/l_adult-learner/course-detail/NYP-CI1291/secure-software-development-and-testing,(direct),3,3,3,0.364931667
3/5/2025,/l_adult-learner/course-detail/NYP-CI1292/cyber-defence-fundamentals,(direct),3,3,3,0.178438333
3/5/2025,/l_adult-learner/course-detail/NYP-CI1326/rpa-for-the-digital-workplace,(direct),4,3,4,23.61864575
3/5/2025,/l_adult-learner/course-detail/NYP-CI1369/from-data-to-visualisation,(organic),3,3,3,31.04497767
3/5/2025,/l_adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,(direct),3,3,3,122.2272923
3/5/2025,/l_adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,cet-q1-2025,3,3,3,5.160424667
3/5/2025,/l_adult-learner/course-detail/NYP-CI231004/design-thinking-for-innovation,(direct),3,3,3,7.067889667
3/5/2025,/l_adult-learner/course-detail/NYP-CI241001/applied-generative-artificial-intelligence-real-world-project-development,(organic),5,3,3,52.535329
3/5/2025,/l_adult-learner/course-detail/NYP-CI241005/scaled-agile-framework-safe-scrum-master-synchronous-and-asynchronous-e-learning,(direct),3,3,4,3.73787475
3/5/2025,/l_adult-learner/course-detail/NYP-CK1308/workplace-communication-effective-email-writing,cet-q1-2025,3,3,3,42.87416233
3/5/2025,/l_adult-learner/course-detail/NYP-CL0392/understanding-food-labels,(direct),3,3,3,8.617464667
3/5/2025,/l_adult-learner/course-detail/NYP-CL0443/eat-healthy-and-stay-beautiful-through-tcm-infused-diet,(direct),3,3,3,17.34328133
3/5/2025,/l_adult-learner/course-detail/NYP-CL0522/ice-cream-making-made-easy,(organic),3,3,3,9.233389
3/5/2025,/l_adult-learner/course-detail/NYP-CL1082/overview-of-sustainable-and-renewable-energy-technologies-for-a-smart-city,(direct),4,3,3,18.30859767
3/5/2025,/l_adult-learner/course-detail/NYP-CL1299/sanitisation-technology-and-management-of-infectious-disease-threat,(direct),3,3,3,0.512885667
3/5/2025,/l_adult-learner/course-detail/NYP-CL1300/understanding-the-immune-system-and-how-medication-interacts-with-it,(direct),3,3,3,3.802063
3/5/2025,/l_adult-learner/course-detail/NYP-CL1301/right-food-with-right-medicine-for-diabetes-and-heart-patients-synchronous-elearning,(referral),3,3,3,19.00050833
3/5/2025,/l_adult-learner/course-detail/NYP-CL231002M01/carbon-accounting-and-management,(direct),3,3,3,2.973497333
3/5/2025,/l_adult-learner/course-detail/NYP-CL231002M01/carbon-accounting-and-management,(organic),4,3,3,134.2456593
3/5/2025,/l_adult-learner/course-detail/NYP-CLLP01/work-study-certificate-leading-to-diploma-in-applied-science-food-technology,(direct),3,3,3,0.234601333
3/5/2025,/l_adult-learner/course-detail/NYP-CLSP05/specialist-diploma-in-energy-and-environmental-management-for-process-industry,(organic),5,3,3,176.811245
3/5/2025,/l_adult-learner/course-detail/NYP-CX1288/service-experience-design-4-day-mini-series,(direct),3,3,3,6.417123
3/5/2025,/l_adult-learner/course-detail/NYP-CX241003/storytelling-using-generative-artificial-intelligence,(direct),3,3,3,4.660961667
3/5/2025,/l_adult-learner/course-detail/NYP-DXEP05/work-study-post-diploma-specialist-diploma-in-digital-media-production,(direct),6,3,3,16.501332
3/5/2025,/l_adult-learner/course-detail/NYP-DXEP05/work-study-post-diploma-specialist-diploma-in-digital-media-production,(organic),5,3,4,37.27307325
3/5/2025,/l_adult-learner/course-detail/NYP-DXEP06/work-study-post-diploma-specialist-dip-in-digital-content-creation-for-e-commerce,cet-q1-2025,3,3,4,19.89238025
3/5/2025,/l_adult-learner/course-detail/NYP-DXEP07/work-study-post-diploma-programme-specialist-diploma-in-user-experience-design-and-management,(direct),3,3,3,0.986419667
3/5/2025,/l_adult-learner/course-detail/NYP-DXSP02/specialist-diploma-in-visual-effects,(organic),3,3,3,18.043866
3/5/2025,/l_adult-learner/course-detail/NYP-DXSP09/specialist-diploma-in-spatial-design,(direct),3,3,3,0.28938
3/5/2025,/l_adult-learner/course-detail/NYP-EG902W/apply-computer-aided-design-cad-techniques-for-additive-manufacturing-pe-sf,(direct),3,3,5,51.339495
3/5/2025,/l_adult-learner/course-detail/NYP-EGDP04/diploma-in-engineering-aerospace-manufacturing,(organic),3,3,3,44.69142633
3/5/2025,/l_adult-learner/course-detail/NYP-EGDP05/diploma-in-engineering-mechatronics,(direct),3,3,3,77.77966067
3/5/2025,/l_adult-learner/course-detail/NYP-EGDP06/diploma-in-engineering-electronic-and-digital-engineering,(organic),3,3,3,6.898916667
3/5/2025,/l_adult-learner/course-detail/NYP-EGEP02/work-study-post-diploma-specialist-diploma-in-converged-infocomm-infrastructure,(direct),3,3,3,3.507360667
3/5/2025,/l_adult-learner/course-detail/NYP-EGEP06/work-study-post-diploma-specialist-diploma-in-robotics-and-automation-systems-design,(referral),6,3,4,49.33085025
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP13/specialist-diploma-in-cloud-computing-and-intelligent-services-management,(organic),3,3,4,84.8444815
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP15/specialist-diploma-in-cloud-security-and-iot-cloud-services,(direct),3,3,3,1.510025333
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP15/specialist-diploma-in-cloud-security-and-iot-cloud-services,cet-q1-2025,4,3,3,138.0959347
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP19/specialist-diploma-in-robotics-and-automation-systems-design,(direct),3,3,3,1.042381
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP22/specialist-diploma-in-sustainable-materials-management,(direct),3,3,3,14.30206267
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP23/specialist-diploma-in-iot-for-sustainable-solutioning,(direct),3,3,3,0.469698667
3/5/2025,/l_adult-learner/course-detail/NYP-EGSP23/specialist-diploma-in-iot-for-sustainable-solutioning,cet-q1-2025,4,3,3,221.306516
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA1/post-diploma-certificate-in-gxp-of-operations-management-part-of-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(organic),3,3,3,100.6199493
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA2/post-diploma-certificate-in-gxp-of-quality-assurance-and-compliance-qac-part-of-specialist-diploma-in-biomedical-and-pharmaceutical-engineering,(direct),3,3,3,53.709401
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA4/post-diploma-certificate-in-sustainability-reporting-and-esg-data-management-part-of-specialist-diploma-in-carbon-management-for-sustainability-reporting,(direct),4,3,4,86.1689
3/5/2025,/l_adult-learner/course-detail/NYP-EGSPA5/post-diploma-certificate-in-materials-sustainability-and-governance-part-of-specialist-diploma-in-sustainable-materials-management,cet-q1-2025,4,3,3,99.85582733
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF35/advanced-diploma-in-nursing-palliative-care,(direct),3,3,3,1.504981333
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF39/advanced-diploma-in-nursing-critical-care-adcc1,(organic),4,3,4,16.13210525
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF40/advanced-diploma-in-nursing-emergency-adem1,(organic),3,3,3,575.8832433
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF41/advanced-diploma-in-nursing-gerontology-adgr1,(organic),3,3,4,27.1148655
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF43/advanced-diploma-in-nursing-mental-health-admh1,(direct),3,3,3,8.156439
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF47/advanced-diploma-in-nursing-oncology-adoc1,(direct),3,3,3,2.185930333
3/5/2025,/l_adult-learner/course-detail/NYP-HSAF49/advanced-diploma-in-nursing-paediatrics-adpd1,(direct),3,3,4,24.18592275
3/5/2025,/l_adult-learner/course-detail/NYP-HSSP14/specialist-diploma-in-clinical-education,(direct),3,3,3,1.443281333
3/5/2025,/l_adult-learner/course-detail/NYP-ITLP01/work-study-certificate-leading-to-diploma-in-infocomm-and-digital-media-it-network-and-system-administration-dinsa2,(direct),3,3,3,254.124895
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP09/specialist-diploma-in-business-and-big-data-analytics,(direct),3,3,4,15.9950605
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP11/specialist-diploma-in-agile-solutioning-and-devsecops,(organic),3,3,4,39.7774765
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP11/specialist-diploma-in-agile-solutioning-and-devsecops,cet-q1-2025,6,3,4,75.913697
3/5/2025,/l_adult-learner/course-detail/NYP-ITSP13/specialist-diploma-in-cybersecurity-pcm,(direct),3,3,3,9.474717333
3/5/2025,/l_adult-learner/course-detail/NYP-ITSPA1/post-diploma-certificate-in-business-analytics-part-of-specialist-diploma-in-business-and-big-data-analytics,(direct),3,3,3,6.123868333
3/5/2025,/l_adult-learner/course-detail/NYP-ITSPA2/post-diploma-certificate-in-applied-data-science-part-of-specialist-diploma-in-business-and-big-data-analytics,cet-q1-2025,4,3,4,78.37688925
3/5/2025,/l_adult-learner/course-detail/NYP-ITSPA3/post-diploma-certificate-in-enterprise-big-data-management-part-of-specialist-diploma-in-business-and-big-data-analytics,cet-q1-2025,4,3,3,48.23178667
3/5/2025,/l_adult-learner/course-detail/NYP-ITSPA4/post-diploma-certificate-in-machine-learning-and-operations-part-of-specialist-diploma-in-applied-artificial-intelligence-pcm,(direct),3,3,5,298.44309
3/5/2025,/l_adult-learner/course-detail/NYP-JC1A32/leading-the-future-of-workplace-learning-insights-from-the-national-workplace-learning-certification,(direct),3,3,3,19.30600433
3/5/2025,/l_adult-learner/course-detail/NYP-JC1A33/building-a-culture-of-learning-best-practices-and-actionable-strategies-for-managers,(direct),3,3,3,55.94376467
3/5/2025,/l_adult-learner/course-detail/NYP-JC1D03/a-new-dimension-in-workplace-learning-to-drive-business-growth-innovating-and-benchmarking-with-japans-best-in-class,(direct),3,3,3,5.648441
3/5/2025,/l_adult-learner/course-detail/NYP-SI4014_010/mobile-photography-with-your-smartphone-take-amazing-photos-tell-amazing-stories-classroom-facilitated-asynchronous-e-learning,(direct),3,3,3,2.582773
3/5/2025,/l_adult-learner/course-detail/NYP-SI4024_037/sustainability-everyday-upcycle-fabrics-and-learn-mobile-photography-with-ecommerce-opportunities-classroom-facilitated-asynchronous-e-learning,(direct),3,3,3,64.24201967
3/5/2025,/l_adult-learner/course-detail/NYP-SI4024_040/ecommerce-sell-on-carousell-classroom-facilitated-asynchronous-e-learning,cet-q1-2025,3,3,3,18.70899333
3/5/2025,/l_adult-learner/course-detail/NYP-SI4025_018/social-and-influencer-marketing-drive-conversions-and-optimise-returns-classroom-facilitated,(direct),3,3,3,5.121837667
3/5/2025,/l_adult-learner/course-detail/NYP-SI4047_003/social-commerce-boost-awareness-and-engagement-to-drive-your-business-growth-part-1-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),3,3,3,17.3248
