# ----------------------------------------
# Corp Site Adult Learner
# Copy of CET Campaign Results-Free form 1
# 20250101-20250430
# ----------------------------------------

Segment,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,All Users,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
/adult-learner/course-detail/NYP-CB234001/digitalisation-for-transportation-skillsfuture-for-digital-workplace-20,323,21,323,48,368,343,1.0728862973760933,37.19738620699709,0.043731778425655975,93,323,21,323,48,368,343,1.0728862973760933,37.19738620699709,0.043731778425655975,93
/adult-learner/course-detail/NYP-EGSP14/specialist-diploma-in-edge-intelligence-and-embedded-systems,323,38,323,58,382,358,1.0670391061452513,61.40036021508379,0.0446927374301676,84,323,38,323,58,382,358,1.0670391061452513,61.40036021508379,0.0446927374301676,84
/adult-learner/course-detail/NYP-CE234001/digital-transformation-enablers-for-manufacturing-skillsfuture-for-digital-workplace-20,322,20,322,36,331,331,1,28.4267483836858,0.015105740181268883,41,322,20,322,36,331,331,1,28.4267483836858,0.015105740181268883,41
/adult-learner/course-detail/NYP-HSAF48/advanced-diploma-in-nursing-orthopaedics-adod1,319,66,318,39,377,352,1.0710227272727273,39.392887946022725,0.07386363636363637,113,319,66,318,39,377,352,1.0710227272727273,39.392887946022725,0.07386363636363637,113
/adult-learner/course-detail/NYP-EGQP06/wsq-diploma-in-precision-engineering-master-craftsman-skills,317,144,317,75,467,404,1.1559405940594059,92.67646234900991,0.1782178217821782,201,317,144,317,75,467,404,1.1559405940594059,92.67646234900991,0.1782178217821782,201
/adult-learner/course-detail/NYP-WSCV02_009/classic-french-cakes,317,25,317,41,369,356,1.0365168539325842,38.041035182584274,0.03651685393258427,75,317,25,317,41,369,356,1.0365168539325842,38.041035182584274,0.03651685393258427,75
/adult-learner/course-detail/NYP-CH231002/understanding-and-applying-casework-assessment-and-intervention,315,53,314,40,343,334,1.026946107784431,39.247073212574854,0.0688622754491018,76,315,53,314,40,343,334,1.026946107784431,39.247073212574854,0.0688622754491018,76
/adult-learner/course-detail/NYP-CI1369/from-data-to-visualisation,315,39,315,75,372,354,1.0508474576271187,58.24748250564972,0.059322033898305086,80,315,39,315,75,372,354,1.0508474576271187,58.24748250564972,0.059322033898305086,80
/adult-learner/course-types/recommended/digital-economy,312,31,312,32,354,340,1.0411764705882354,22.94718900882353,0.07058823529411765,53,312,31,312,32,354,340,1.0411764705882354,22.94718900882353,0.07058823529411765,53
/adult-learner/course-detail/NYP-AS003Z/quality-improvement-and-assurance-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,309,39,308,40,333,317,1.0504731861198737,23.909877141955835,0.031545741324921134,50,309,39,308,40,333,317,1.0504731861198737,23.909877141955835,0.031545741324921134,50
/adult-learner/course-detail/NYP-ITSP08/specialist-diploma-in-cybersecurity,309,109,307,107,420,384,1.09375,116.4264813203125,0.22395833333333334,235,309,109,307,107,420,384,1.09375,116.4264813203125,0.22395833333333334,235
/adult-learner/course-detail/NYP-CE1354/electric-vehicle-and-charging-system-classroom-and-synchronous-elearning,308,84,306,35,336,333,1.009009009009009,42.72668159159159,0.0960960960960961,113,308,84,306,35,336,333,1.009009009009009,42.72668159159159,0.0960960960960961,113
/adult-learner/course-detail/NYP-CX1497/blender-for-beginners,308,95,308,37,356,355,1.0028169014084507,53.80757775492957,0.14647887323943662,132,308,95,308,37,356,355,1.0028169014084507,53.80757775492957,0.14647887323943662,132
/adult-learner/course-detail/NYP-CB241002/be-a-sport-safety-champion,307,30,307,32,386,334,1.155688622754491,27.782867200598805,0.04790419161676647,126,307,30,307,32,386,334,1.155688622754491,27.782867200598805,0.04790419161676647,126
/adult-learner/course-detail/NYP-SI4059_003/cybersecurity-workshop-critical-protection-for-your-business-practical-asynchronous-e-learning,307,26,307,25,322,321,1.0031152647975077,18.42496798130841,0.018691588785046728,51,307,26,307,25,322,321,1.0031152647975077,18.42496798130841,0.018691588785046728,51
/adult-learner/course-detail/NYP-SI4024_037/sustainability-everyday-upcycle-fabrics-and-learn-mobile-photography-with-ecommerce-opportunities-classroom-facilitated-asynchronous-e-learning,304,86,303,50,380,361,1.0526315789473684,65.99582936565096,0.11634349030470914,130,304,86,303,50,380,361,1.0526315789473684,65.99582936565096,0.11634349030470914,130
/adult-learner/course-types/recommended/care-economy,301,38,301,22,317,305,1.039344262295082,14.210401970491803,0.03934426229508197,41,301,38,301,22,317,305,1.039344262295082,14.210401970491803,0.03934426229508197,41
/adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,299,53,299,45,378,354,1.0677966101694916,53.98199855367232,0.07344632768361582,113,299,53,299,45,378,354,1.0677966101694916,53.98199855367232,0.07344632768361582,113
/adult-learner/course-detail/NYP-CH231003/suicide-risk-assessment-and-management,298,39,298,52,336,318,1.0566037735849056,37.97185662578616,0.04716981132075472,83,298,39,298,52,336,318,1.0566037735849056,37.97185662578616,0.04716981132075472,83
/adult-learner/course-detail/NYP-CL0518/creating-your-own-scented-candle,296,58,296,30,316,310,1.0193548387096774,25.829545029032257,0.06774193548387097,94,296,58,296,30,316,310,1.0193548387096774,25.829545029032257,0.06774193548387097,94
/adult-learner/course-detail/NYP-WSCY03_801/sctp-higher-certificate-in-food-services-culinary-arts-part-time,293,38,293,42,309,307,1.006514657980456,36.69335086319219,0.04560260586319218,63,293,38,293,42,309,307,1.006514657980456,36.69335086319219,0.04560260586319218,63
/adult-learner/course-detail/NYP-CB231025/storytelling-for-social-media-101,290,35,290,46,318,301,1.0564784053156147,57.42679486378737,0.059800664451827246,56,290,35,290,46,318,301,1.0564784053156147,57.42679486378737,0.059800664451827246,56
/adult-learner/course-detail/NYP-CE2010/using-python-for-data-analysis,290,16,290,47,347,333,1.042042042042042,58.23958996096096,0.09009009009009009,84,290,16,290,47,347,333,1.042042042042042,58.23958996096096,0.09009009009009009,84
/adult-learner/course-detail/NYP-HSAF45/advanced-diploma-in-nursing-nephro-urology-adnu1,290,18,290,46,326,320,1.01875,62.89430869375,0.05625,88,290,18,290,46,326,320,1.01875,62.89430869375,0.05625,88
/adult-learner/course-detail/NYP-CB234002/digitalisation-for-tourism-skillsfuture-for-digital-workplace-20,288,32,287,31,320,310,1.032258064516129,26.452677480645164,0.07096774193548387,77,288,32,287,31,320,310,1.032258064516129,26.452677480645164,0.07096774193548387,77
/adult-learner/course-detail/NYP-CH0527/understand-dementia-just-forgetful-or-dementia,287,36,287,29,306,298,1.0268456375838926,24.774006087248324,0.013422818791946308,52,287,36,287,29,306,298,1.0268456375838926,24.774006087248324,0.013422818791946308,52
/adult-learner/course-detail/NYP-CB1295/starting-your-coffee-business,284,58,283,30,315,300,1.05,37.03313478,0.08333333333333333,102,284,58,283,30,315,300,1.05,37.03313478,0.08333333333333333,102
/adult-learner/course-detail/NYP-CH0490/diabetes-care-lifestyle-management,282,42,281,27,291,292,0.9965753424657534,24.364235554794522,0.05136986301369863,62,282,42,281,27,291,292,0.9965753424657534,24.364235554794522,0.05136986301369863,62
/adult-learner/course-detail/NYP-CE246001/ai-roadmapping-for-companies-and-enterprises,279,26,279,28,297,295,1.006779661016949,32.36970206779661,0.030508474576271188,44,279,26,279,28,297,295,1.006779661016949,32.36970206779661,0.030508474576271188,44
/adult-learner/course-detail/NYP-CE1151/introduction-to-deep-learning,278,14,278,38,290,290,1,20.070141272413792,0.027586206896551724,52,278,14,278,38,290,290,1,20.070141272413792,0.027586206896551724,52
/adult-learner/course-detail/NYP-CE241004/open-sound-control-based-synchronization-of-immersive-audio-systems,277,28,277,23,283,280,1.0107142857142857,19.64795798214286,0.02857142857142857,43,277,28,277,23,283,280,1.0107142857142857,19.64795798214286,0.02857142857142857,43
/adult-learner/course-detail/NYP-SI7073_004/generative-ai-get-informed-entertained-and-inspired-with-microsoft-copilot-classroom-facilitated,277,41,277,41,311,299,1.040133779264214,55.262868364548495,0.06020066889632107,66,277,41,277,41,311,299,1.040133779264214,55.262868364548495,0.06020066889632107,66
/adult-learner/course-detail/NYP-CX1288/service-experience-design-4-day-mini-series,276,57,274,29,301,293,1.0273037542662116,28.946906146757684,0.13310580204778158,78,276,57,274,29,301,293,1.0273037542662116,28.946906146757684,0.13310580204778158,78
/adult-learner/course-detail/NYP-SI7025_013/introduction-to-digital-marketing-classroom-facilitated,275,22,275,33,296,290,1.0206896551724138,18.326440931034483,0.04827586206896552,46,275,22,275,33,296,290,1.0206896551724138,18.326440931034483,0.04827586206896552,46
/adult-learner/course-detail/NYP-CB1216/financial-analytics-with-python,273,46,273,23,294,283,1.03886925795053,29.905204233215546,0.0353356890459364,78,273,46,273,23,294,283,1.03886925795053,29.905204233215546,0.0353356890459364,78
/adult-learner/course-detail/NYP-CE241002/microsoft-excel-for-workplace,271,31,271,53,300,292,1.0273972602739727,46.70712663013698,0.06164383561643835,90,271,31,271,53,300,292,1.0273972602739727,46.70712663013698,0.06164383561643835,90
/adult-learner/course-detail/NYP-CI241005/scaled-agile-framework-safe-scrum-master-synchronous-and-asynchronous-e-learning,270,26,270,42,290,292,0.9931506849315068,47.03132705479452,0.04794520547945205,56,270,26,270,42,290,292,0.9931506849315068,47.03132705479452,0.04794520547945205,56
/adult-learner/course-detail/NYP-CB241011/sustainability-at-our-core-uncovering-esg-investing,268,46,268,27,287,281,1.0213523131672597,23.721260864768684,0.046263345195729534,56,268,46,268,27,287,281,1.0213523131672597,23.721260864768684,0.046263345195729534,56
/adult-learner/course-detail/NYP-CI1326/rpa-for-the-digital-workplace,266,17,266,44,291,286,1.0174825174825175,31.86300276223776,0.03496503496503497,50,266,17,266,44,291,286,1.0174825174825175,31.86300276223776,0.03496503496503497,50
/adult-learner/course-detail/NYP-SI4063_002/tiktok-shop-optimise-your-social-media-marketing-engagement-and-boost-your-sales-classroom-facilitated-asynchronous-e-learning,266,21,266,33,291,280,1.0392857142857144,50.916277432142856,0.03571428571428571,65,266,21,266,33,291,280,1.0392857142857144,50.916277432142856,0.03571428571428571,65
/adult-learner/course-detail/NYP-SI4060_004/accelerate-sales-and-conversions-with-ai-powered-data-analytics-classroom-facilitated-practical-training-asynchronous-e-learning,260,26,260,34,281,274,1.0255474452554745,41.12426830656934,0.021897810218978103,44,260,26,260,34,281,274,1.0255474452554745,41.12426830656934,0.021897810218978103,44
/adult-learner/course-types/post-diploma-programmes/engineering/stories/inspiring-alumnus-Tan-Aik-Khoon,260,133,260,14,271,272,0.9963235294117647,18.73479260661765,0.15073529411764705,95,260,133,260,14,271,272,0.9963235294117647,18.73479260661765,0.15073529411764705,95
/adult-learner/course-detail/NYP-CB1573/introduction-to-sustainability-for-hospitality-businesses,258,31,258,27,277,268,1.0335820895522387,22.53300512313433,0.03731343283582089,56,258,31,258,27,277,268,1.0335820895522387,22.53300512313433,0.03731343283582089,56
/adult-learner/course-detail/NYP-CE1145/cyber-security-from-scratch-synchronous-elearning,257,26,257,14,268,262,1.0229007633587786,20.689231358778624,0.007633587786259542,48,257,26,257,14,268,262,1.0229007633587786,20.689231358778624,0.007633587786259542,48
/adult-learner/course-detail/NYP-CE231017/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-conventional-machining,256,18,256,38,279,274,1.0182481751824817,55.311346135036494,0.040145985401459854,43,256,18,256,38,279,274,1.0182481751824817,55.311346135036494,0.040145985401459854,43
/adult-learner/course-detail/NYP-CB231013/sustainability-at-our-core-equipping-you-to-drive-impact,254,104,253,43,297,275,1.08,53.74852300727273,0.12363636363636364,105,254,104,253,43,297,275,1.08,53.74852300727273,0.12363636363636364,105
/adult-learner/course-detail/NYP-CI1236/computational-thinking-and-coding,254,20,254,37,285,271,1.051660516605166,38.61650266789668,0.025830258302583026,53,254,20,254,37,285,271,1.051660516605166,38.61650266789668,0.025830258302583026,53
/adult-learner/course-detail/NYP-CI1292/cyber-defence-fundamentals,254,30,253,18,278,271,1.0258302583025831,33.816606099630995,0.05904059040590406,59,254,30,253,18,278,271,1.0258302583025831,33.816606099630995,0.05904059040590406,59
/adult-learner/course-detail/NYP-CE241003/smart-connected-system-design-and-implementation,252,21,252,33,262,271,0.966789667896679,40.62282612915129,0.04059040590405904,47,252,21,252,33,262,271,0.966789667896679,40.62282612915129,0.04059040590405904,47
/adult-learner/course-detail/NYP-CX1287/harnessing-design-thinking-for-innovation,252,31,252,26,269,264,1.018939393939394,19.915967749999997,0.056818181818181816,36,252,31,252,26,269,264,1.018939393939394,19.915967749999997,0.056818181818181816,36
/adult-learner/course-detail/NYP-CE231006/smart-sensing-and-iot-applications-making-it-work,245,26,245,32,274,270,1.0148148148148148,35.64710241111111,0.08518518518518518,63,245,26,245,32,274,270,1.0148148148148148,35.64710241111111,0.08518518518518518,63
/adult-learner/course-detail/NYP-WSCV02_005/bagel-and-doughnut-creations,245,18,245,29,274,252,1.0873015873015872,47.32186433333333,0.011904761904761904,45,245,18,245,29,274,252,1.0873015873015872,47.32186433333333,0.011904761904761904,45
/adult-learner/course-detail/NYP-AS006Z/good-dispensing-practice-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,244,38,244,25,267,253,1.0553359683794465,34.36714532411067,0.023715415019762844,49,244,38,244,25,267,253,1.0553359683794465,34.36714532411067,0.023715415019762844,49
/adult-learner/course-detail/NYP-WSCV01_008/hawker-noodle-dishes,244,14,244,42,263,258,1.0193798449612403,43.554083647286824,0.027131782945736434,59,244,14,244,42,263,258,1.0193798449612403,43.554083647286824,0.027131782945736434,59
/adult-learner/course-detail/NYP-AS010Z/automated-medication-systems-part-of-pdc4-of-advanced-diploma-in-pharmaceutical-sciences,241,26,240,16,249,242,1.0289256198347108,22.330263152892563,0.04132231404958678,37,241,26,240,16,249,242,1.0289256198347108,22.330263152892563,0.04132231404958678,37
/adult-learner/course-detail/NYP-BMSPA8/post-diploma-certificate-in-fund-management-part-of-specialist-diploma-in-fund-management-and-administration,241,18,241,50,254,253,1.0039525691699605,41.22706666007905,0.06719367588932806,62,241,18,241,50,254,253,1.0039525691699605,41.22706666007905,0.06719367588932806,62
/adult-learner/course-detail/NYP-CE1539/edgeai-system-for-industry-40-applications-and-beyond,241,22,241,27,255,256,0.99609375,33.86907851171875,0.03515625,34,241,22,241,27,255,256,0.99609375,33.86907851171875,0.03515625,34
/adult-learner/course-detail/NYP-WSCV07_001/food-safety-course-level-4,241,147,239,90,373,368,1.013586956521739,138.61518976086955,0.2798913043478261,270,241,147,239,90,373,368,1.013586956521739,138.61518976086955,0.2798913043478261,270
/adult-learner/course-detail/NYP-WSCP32_009/food-safety-course-level-1,239,39,239,18,251,245,1.0244897959183674,24.776641444897958,0.024489795918367346,48,239,39,239,18,251,245,1.0244897959183674,24.776641444897958,0.024489795918367346,48
/adult-learner/course-detail/NYP-CI1279/data-visualisation-practicum,238,14,238,48,300,279,1.075268817204301,49.42483130107527,0.06451612903225806,54,238,14,238,48,300,279,1.075268817204301,49.42483130107527,0.06451612903225806,54
/adult-learner/course-types/short-courses/retail,235,140,235,6,241,238,1.0126050420168067,9.50797425210084,0.08403361344537816,34,235,140,235,6,241,238,1.0126050420168067,9.50797425210084,0.08403361344537816,34
/adult-learner/course-detail/NYP-CB1333/consumer-behaviour,234,30,234,21,255,246,1.0365853658536586,29.023986349593493,0.044715447154471545,53,234,30,234,21,255,246,1.0365853658536586,29.023986349593493,0.044715447154471545,53
/adult-learner/course-detail/NYP-CB2003/build-creative-winning-business-strategies,234,20,234,24,246,246,1,28.369963987804876,0.044715447154471545,36,234,20,234,24,246,246,1,28.369963987804876,0.044715447154471545,36
/adult-learner/course-detail/NYP-CB231010/1-day-hands-on-pay-per-click-search-advertising,234,33,233,15,240,239,1.00418410041841,30.303028983263598,0.029288702928870293,35,234,33,233,15,240,239,1.00418410041841,30.303028983263598,0.029288702928870293,35
/adult-learner/course-detail/NYP-WSCC10_012/fabrication-of-meat-and-poultry,233,43,233,17,250,247,1.0121457489878543,27.959224943319835,0.044534412955465584,48,233,43,233,17,250,247,1.0121457489878543,27.959224943319835,0.044534412955465584,48
/adult-learner/course-detail/NYP-AS002Z/staff-training-and-development-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,231,28,231,20,245,236,1.0381355932203389,20.07308318220339,0.00847457627118644,20,231,28,231,20,245,236,1.0381355932203389,20.07308318220339,0.00847457627118644,20
/adult-learner/course-detail/NYP-AS001Z/resource-planning-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,230,22,230,16,246,236,1.0423728813559323,19.065208355932203,0.0211864406779661,24,230,22,230,16,246,236,1.0423728813559323,19.065208355932203,0.0211864406779661,24
/adult-learner/course-detail/NYP-CB241010/sustainability-at-our-core-essentials-of-climate-risk,230,27,230,19,250,238,1.050420168067227,13.44055636554622,0.004201680672268907,20,230,27,230,19,250,238,1.050420168067227,13.44055636554622,0.004201680672268907,20
/adult-learner/course-detail/NYP-HSAF31/advanced-diploma-in-nursing-nephro-urology,230,122,229,81,346,317,1.0914826498422714,141.2379839526814,0.19558359621451105,224,230,122,229,81,346,317,1.0914826498422714,141.2379839526814,0.19558359621451105,224
/adult-learner/course-detail/NYP-CB231015/1-day-search-engine-optimisation-fundamentals,228,37,228,10,250,237,1.0548523206751055,19.591126050632912,0.08016877637130802,43,228,37,228,10,250,237,1.0548523206751055,19.591126050632912,0.08016877637130802,43
/adult-learner/course-detail/NYP-CI1291/secure-software-development-and-testing,226,40,226,21,279,262,1.0648854961832062,76.22988672900765,0.09923664122137404,75,226,40,226,21,279,262,1.0648854961832062,76.22988672900765,0.09923664122137404,75
/adult-learner/course-detail/NYP-CE2007/introduction-to-design-thinking,224,38,224,28,253,242,1.0454545454545454,44.4988508677686,0.05785123966942149,62,224,38,224,28,253,242,1.0454545454545454,44.4988508677686,0.05785123966942149,62
/adult-learner/course-detail/NYP-SI7070_001/navigating-ai-and-sustainability-in-the-future-of-business,221,46,221,18,230,229,1.0043668122270741,26.520475248908298,0.048034934497816595,56,221,46,221,18,230,229,1.0043668122270741,26.520475248908298,0.048034934497816595,56
/adult-learner/course-detail/NYP-AS007Z/drug-information-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,220,16,220,14,224,224,1,6.676062513392858,0.026785714285714284,20,220,16,220,14,224,224,1,6.676062513392858,0.026785714285714284,20
/adult-learner/course-detail/NYP-CL0901/tcm-life-skills-in-sub-health-management-of-common-conditions,220,52,219,34,233,230,1.0130434782608695,60.569305221739135,0.12173913043478261,82,220,52,219,34,233,230,1.0130434782608695,60.569305221739135,0.12173913043478261,82
/adult-learner/course-detail/NYP-WSQBC1_001/be-a-collaborative-influencer-classroom-facilitated-asynchronous-e-learning,220,66,220,8,222,222,1,5.7661798243243245,0.04054054054054054,25,220,66,220,8,222,222,1,5.7661798243243245,0.04054054054054054,25
/adult-learner/course-detail/NYP-CE231015/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-cnc-turning,219,21,219,21,230,227,1.013215859030837,32.15936605286344,0.030837004405286344,32,219,21,219,21,230,227,1.013215859030837,32.15936605286344,0.030837004405286344,32
/adult-learner/course-detail/NYP-SI7025_015/digital-skills-enhance-your-work-and-daily-productivity-classroom-facilitated,214,7,214,59,231,227,1.0176211453744493,61.968143722466955,0.022026431718061675,47,214,7,214,59,231,227,1.0176211453744493,61.968143722466955,0.022026431718061675,47
/adult-learner/course-detail/NYP-CX1306/video-editing-made-easy-with-smartphone,213,18,213,16,226,224,1.0089285714285714,37.58684334375,0.03125,33,213,18,213,16,226,224,1.0089285714285714,37.58684334375,0.03125,33
/adult-learner/course-detail/NYP-CB1335/sales-closing-techniques,212,36,212,10,217,217,1,14.100355082949308,0.07373271889400922,49,212,36,212,10,217,217,1,14.100355082949308,0.07373271889400922,49
/adult-learner/course-detail/NYP-CH0529/living-well-designing-an-elderly-and-dementia-inclusive-smart-environment,212,39,212,17,221,223,0.9910313901345291,20.798722112107626,0.06278026905829596,54,212,39,212,17,221,223,0.9910313901345291,20.798722112107626,0.06278026905829596,54
/adult-learner/course-detail/NYP-CK1308/workplace-communication-effective-email-writing,211,44,211,54,253,233,1.0858369098712446,92.21715943776823,0.08583690987124463,88,211,44,211,54,253,233,1.0858369098712446,92.21715943776823,0.08583690987124463,88
/adult-learner/course-detail/NYP-JC1A19/workplace-learning-blueprint-development,211,41,211,32,251,237,1.0590717299578059,49.133100776371315,0.07172995780590717,68,211,41,211,32,251,237,1.0590717299578059,49.133100776371315,0.07172995780590717,68
/adult-learner/course-detail/NYP-WSCV01_015/savoury-vietnamese-delights,211,10,211,33,225,213,1.056338028169014,23.18515969953052,0.014084507042253521,46,211,10,211,33,225,213,1.056338028169014,23.18515969953052,0.014084507042253521,46
/adult-learner/course-detail/NYP-WSCV02_006/decorative-cupcakes,211,14,211,24,227,222,1.0225225225225225,16.78667396846847,0.02702702702702703,38,211,14,211,24,227,222,1.0225225225225225,16.78667396846847,0.02702702702702703,38
/adult-learner/course-detail/NYP-CL1300/understanding-the-immune-system-and-how-medication-interacts-with-it,210,29,209,30,232,218,1.0642201834862386,48.73557073853211,0.06422018348623854,41,210,29,209,30,232,218,1.0642201834862386,48.73557073853211,0.06422018348623854,41
/adult-learner/course-detail/NYP-CX2005/embrace-innovation-through-design-thinking,209,17,209,14,214,211,1.014218009478673,8.255844616113745,0.037914691943127965,27,209,17,209,14,214,211,1.014218009478673,8.255844616113745,0.037914691943127965,27
/adult-learner/course-detail/NYP-WSCV01_002/advanced-baked-and-fried-dim-sum,209,21,209,19,221,225,0.9822222222222222,26.855284528888888,0.04,33,209,21,209,19,221,225,0.9822222222222222,26.855284528888888,0.04,33
/adult-learner/course-detail/NYP-CL240001/certificate-in-ojt-foundational-program,208,72,206,30,222,214,1.0373831775700935,62.28893128971963,0.10747663551401869,109,208,72,206,30,222,214,1.0373831775700935,62.28893128971963,0.10747663551401869,109
/adult-learner/course-detail/NYP-CB1250/design-thinking-for-an-innovative-workplace,207,25,207,20,218,216,1.0092592592592593,31.750977069444442,0.032407407407407406,44,207,25,207,20,218,216,1.0092592592592593,31.750977069444442,0.032407407407407406,44
/adult-learner/course-detail/NYP-WSQV03_014/financial-analysis-sf-manager,207,14,207,41,224,220,1.018181818181818,33.50772437727272,0.045454545454545456,46,207,14,207,41,224,220,1.018181818181818,33.50772437727272,0.045454545454545456,46
/adult-learner/course-detail/NYP-CH2013/stress-and-crises-in-relationships-for-working-adults,206,23,206,27,235,215,1.0930232558139534,29.77504560465116,0.037209302325581395,47,206,23,206,27,235,215,1.0930232558139534,29.77504560465116,0.037209302325581395,47
/adult-learner/course-detail/NYP-JC1A32/leading-the-future-of-workplace-learning-insights-from-the-national-workplace-learning-certification,206,15,206,24,216,218,0.9908256880733946,20.456237793577984,0.022935779816513763,28,206,15,206,24,216,218,0.9908256880733946,20.456237793577984,0.022935779816513763,28
/adult-learner/course-detail,203,23,203,3,203,203,1,2.640062852216748,0.08866995073891626,87,203,23,203,3,203,203,1,2.640062852216748,0.08866995073891626,87
/adult-learner/course-detail/NYP-CB1572/reading-signs-and-moving-minds-personality-analysis-for-innovative-negotiation-and-conflict-management,203,31,202,45,245,227,1.079295154185022,72.92594718061673,0.10572687224669604,82,203,31,202,45,245,227,1.079295154185022,72.92594718061673,0.10572687224669604,82
/adult-learner/course-detail/NYP-CE234002/digital-transformation-enablers-for-manufacturing-aerospace-mro-skillsfuture-for-digital-workplace-20,203,23,203,7,205,205,1,18.18281455609756,0.024390243902439025,12,203,23,203,7,205,205,1,18.18281455609756,0.024390243902439025,12
/adult-learner/course-detail/NYP-CX241002/user-experience-for-everyone,203,21,203,11,209,208,1.0048076923076923,7.254524658653845,0.028846153846153848,29,203,21,203,11,209,208,1.0048076923076923,7.254524658653845,0.028846153846153848,29
/adult-learner/course-detail/NYP-AS004Z/medication-management-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,201,27,200,14,211,204,1.0343137254901962,42.584371661764706,0.024509803921568627,38,201,27,200,14,211,204,1.0343137254901962,42.584371661764706,0.024509803921568627,38
/adult-learner/course-detail/NYP-BMSPA7/post-diploma-certificate-in-sport-management-part-of-specialist-diploma-in-sport-management-and-marketing,201,23,201,36,224,218,1.0275229357798166,38.272311582568804,0.05045871559633028,51,201,23,201,36,224,218,1.0275229357798166,38.272311582568804,0.05045871559633028,51
/adult-learner/course-detail/NYP-SI7073_001/mobile-photography-inspiring-the-human-connection-classroom-facilitated,201,6,201,59,257,238,1.0798319327731092,110.07198633193276,0.06302521008403361,87,201,6,201,59,257,238,1.0798319327731092,110.07198633193276,0.06302521008403361,87
/adult-learner/course-detail/NYP-CB1033/digital-marketing-for-hospitality-management-a-practical-approach,199,28,199,14,205,203,1.0098522167487685,10.876666891625616,0.03940886699507389,26,199,28,199,14,205,203,1.0098522167487685,10.876666891625616,0.03940886699507389,26
/adult-learner/course-detail/NYP-CB1538/social-commerce-fundamentals,198,25,198,7,221,210,1.0523809523809524,5.873625733333334,0.05238095238095238,22,198,25,198,7,221,210,1.0523809523809524,5.873625733333334,0.05238095238095238,22
/adult-learner/course-detail/NYP-CB1570/how-to-create-a-unique-business,198,21,198,14,215,207,1.038647342995169,16.97212045410628,0.028985507246376812,28,198,21,198,14,215,207,1.038647342995169,16.97212045410628,0.028985507246376812,28
/adult-learner/course-detail/NYP-SI4032_801/alibaba-ceo-master-programme,198,100,197,11,208,211,0.985781990521327,22.986507260663508,0.0947867298578199,51,198,100,197,11,208,211,0.985781990521327,22.986507260663508,0.0947867298578199,51
/adult-learner/course-detail/NYP-WSQC06_001/pwm-retail-customer-experience-management-sf-senior-associate-classroom-facilitated,198,24,198,26,211,205,1.0292682926829269,27.736780170731702,0.05365853658536585,37,198,24,198,26,211,205,1.0292682926829269,27.736780170731702,0.05365853658536585,37
/adult-learner/course-detail/NYP-CB1525/how-marketers-can-win-with-gen-z,197,23,197,10,198,202,0.9801980198019802,4.761525663366337,0.034653465346534656,30,197,23,197,10,198,202,0.9801980198019802,4.761525663366337,0.034653465346534656,30
/adult-learner/course-detail/NYP-CB241006/hospitality-industry-analytics,197,18,197,39,220,212,1.0377358490566038,39.033996962264155,0.02358490566037736,43,197,18,197,39,220,212,1.0377358490566038,39.033996962264155,0.02358490566037736,43
/adult-learner/course-detail/NYP-HSSP09/specialist-diploma-in-nursing-diabetes-management-and-education,197,36,196,87,288,264,1.0909090909090908,106.57121161742424,0.14393939393939395,152,197,36,196,87,288,264,1.0909090909090908,106.57121161742424,0.14393939393939395,152
/adult-learner/course-detail/NYP-SI4025_022/start-your-business-at-no-cost-using-affiliate-marketing-classroom-facilitated-asynchronous-e-learning,197,17,197,27,215,208,1.0336538461538463,64.23865411057692,0.028846153846153848,60,197,17,197,27,215,208,1.0336538461538463,64.23865411057692,0.028846153846153848,60
/adult-learner/course-detail/NYP-AS008Z/medication-safety-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,196,17,196,7,201,202,0.995049504950495,12.764915346534652,0.034653465346534656,32,196,17,196,7,201,202,0.995049504950495,12.764915346534652,0.034653465346534656,32
/adult-learner/course-detail/NYP-JC1A31/assessing-and-reviewing-workplace-learning,195,23,195,23,212,205,1.0341463414634147,31.36097663902439,0.03414634146341464,30,195,23,195,23,212,205,1.0341463414634147,31.36097663902439,0.03414634146341464,30
/adult-learner/course-detail/NYP-CL0522/ice-cream-making-made-easy,194,59,194,15,207,203,1.019704433497537,66.31748783743842,0.08866995073891626,72,194,59,194,15,207,203,1.019704433497537,66.31748783743842,0.08866995073891626,72
/adult-learner/course-detail/NYP-CX1259/bim-revit-for-architecture-level-2,194,35,194,12,200,199,1.0050251256281406,33.36421133165829,0.11055276381909548,47,194,35,194,12,200,199,1.0050251256281406,33.36421133165829,0.11055276381909548,47
